21:13:25 Log Start
22:05:37 (0, 'finalna predikcia', [0, 0, 0, 1], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.441, 0.559], dtype=float32), 'USPECH')
22:05:37 (125, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.005, 0.904, 0.091], dtype=float32), 'CHYBA')
22:05:37 (126, 'finalna predikcia', [0, 0, 0, 1], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.362, 0.638], dtype=float32), 'USPECH')
22:05:37 (127, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.007, 0.611, 0.381], dtype=float32), 'CHYBA')
22:05:37 (128, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.008, 0.876, 0.116], dtype=float32), 'USPECH')
22:05:37 (129, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.016, 0.907, 0.077], dtype=float32), 'USPECH')
22:05:37 (130, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.924, 0.076, 0.000], dtype=float32), 'USPECH')
22:05:37 (131, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
22:05:37 (132, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.067, 0.850, 0.083], dtype=float32), 'USPECH')
22:05:37 (133, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.058, 0.900, 0.042], dtype=float32), 'USPECH')
22:05:37 (134, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.927, 0.073, 0.000], dtype=float32), 'USPECH')
22:05:37 (135, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
22:05:37 (136, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.552, 0.448, 0.000], dtype=float32), 'CHYBA')
22:05:37 (137, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.028, 0.758, 0.215], dtype=float32), 'USPECH')
22:05:37 (138, 'finalna predikcia', [0, 0, 0, 1], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.291, 0.709], dtype=float32), 'USPECH')
22:05:37 (139, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.007, 0.900, 0.093], dtype=float32), 'USPECH')
22:05:37 (140, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.861, 0.139, 0.000], dtype=float32), 'USPECH')
22:05:37 (141, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.319, 0.681, 0.000], dtype=float32), 'USPECH')
22:05:37 (142, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.547, 0.453, 0.000], dtype=float32), 'USPECH')
22:05:37 (143, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.006, 0.883, 0.111], dtype=float32), 'USPECH')
22:05:37 (144, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.640, 0.360, 0.000], dtype=float32), 'USPECH')
22:05:37 (145, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.002, 0.712, 0.286], dtype=float32), 'USPECH')
22:05:37 (146, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.336, 0.663, 0.000], dtype=float32), 'USPECH')
22:05:37 (147, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.001, 0.648, 0.352], dtype=float32), 'USPECH')
22:05:37 (148, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
22:05:37 (149, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.811, 0.189, 0.000], dtype=float32), 'USPECH')
22:05:37 (150, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
22:05:37 (151, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.749, 0.251, 0.000], dtype=float32), 'USPECH')
22:05:37 (152, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.460, 0.540, 0.000], dtype=float32), 'USPECH')
22:05:37 (153, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.528, 0.472], dtype=float32), 'USPECH')
22:05:37 (154, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.765, 0.235, 0.000], dtype=float32), 'USPECH')
22:05:37 (155, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.279, 0.716, 0.004], dtype=float32), 'USPECH')
22:05:37 (156, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.018, 0.867, 0.116], dtype=float32), 'USPECH')
22:05:37 (157, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.025, 0.888, 0.087], dtype=float32), 'USPECH')
22:05:37 (158, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.005, 0.874, 0.121], dtype=float32), 'CHYBA')
22:05:37 (159, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.044, 0.890, 0.066], dtype=float32), 'USPECH')
22:05:37 (160, 'finalna predikcia', [0, 0, 0, 1], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.244, 0.756], dtype=float32), 'USPECH')
22:05:37 (161, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.611, 0.389, 0.000], dtype=float32), 'USPECH')
22:05:37 (162, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.008, 0.894, 0.098], dtype=float32), 'USPECH')
22:05:37 (163, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.362, 0.638, 0.001], dtype=float32), 'USPECH')
22:05:37 (164, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.756, 0.245, 0.000], dtype=float32), 'USPECH')
22:05:37 (165, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.834, 0.166, 0.000], dtype=float32), 'USPECH')
22:05:37 (166, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.006, 0.679, 0.315], dtype=float32), 'USPECH')
22:05:37 (167, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.066, 0.911, 0.023], dtype=float32), 'USPECH')
22:05:37 (168, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.001, 0.905, 0.094], dtype=float32), 'CHYBA')
22:05:37 (169, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.008, 0.879, 0.112], dtype=float32), 'USPECH')
22:05:37 (170, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.006, 0.555, 0.440], dtype=float32), 'USPECH')
22:05:37 (171, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.041, 0.828, 0.131], dtype=float32), 'USPECH')
22:05:37 (172, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.836, 0.164, 0.000], dtype=float32), 'USPECH')
22:05:37 (173, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.019, 0.949, 0.033], dtype=float32), 'USPECH')
22:05:37 (174, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
22:05:37 (175, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
22:05:37 (176, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.342, 0.658, 0.000], dtype=float32), 'USPECH')
22:05:37 (177, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.546, 0.454], dtype=float32), 'CHYBA')
22:05:37 (178, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.592, 0.408], dtype=float32), 'CHYBA')
22:05:37 (179, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.542, 0.458, 0.000], dtype=float32), 'USPECH')
22:05:37 (180, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.563, 0.437, 0.000], dtype=float32), 'USPECH')
22:05:37 (181, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.515, 0.485, 0.000], dtype=float32), 'USPECH')
22:05:37 (182, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
22:05:37 (183, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.129, 0.834, 0.036], dtype=float32), 'USPECH')
22:05:37 (184, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.028, 0.924, 0.048], dtype=float32), 'CHYBA')
22:05:37 (185, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.559, 0.441, 0.000], dtype=float32), 'USPECH')
22:05:37 (186, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.133, 0.864, 0.003], dtype=float32), 'USPECH')
22:05:37 (187, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.560, 0.440, 0.000], dtype=float32), 'USPECH')
22:05:37 (188, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
22:05:37 (189, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.016, 0.892, 0.091], dtype=float32), 'USPECH')
22:05:37 (190, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.570, 0.430, 0.000], dtype=float32), 'CHYBA')
22:05:37 (191, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.002, 0.959, 0.038], dtype=float32), 'USPECH')
22:05:37 (192, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.001, 0.869, 0.129], dtype=float32), 'USPECH')
22:05:37 (193, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.377, 0.623, 0.000], dtype=float32), 'USPECH')
22:05:37 (194, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
22:05:37 (195, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.001, 0.879, 0.120], dtype=float32), 'USPECH')
22:05:37 (196, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.053, 0.726, 0.222], dtype=float32), 'USPECH')
22:05:37 (197, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
22:05:37 (198, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
22:05:37 (199, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.012, 0.652, 0.336], dtype=float32), 'USPECH')
22:05:37 (200, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.560, 0.440, 0.000], dtype=float32), 'CHYBA')
22:05:37 (201, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.126, 0.809, 0.065], dtype=float32), 'USPECH')
22:05:37 (202, 'finalna predikcia', [0, 0, 0, 1], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.392, 0.608], dtype=float32), 'USPECH')
22:05:37 (203, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.002, 0.757, 0.241], dtype=float32), 'CHYBA')
22:05:37 (204, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.072, 0.900, 0.028], dtype=float32), 'USPECH')
22:05:37 (205, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.002, 0.682, 0.316], dtype=float32), 'CHYBA')
22:05:37 (206, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.901, 0.099, 0.000], dtype=float32), 'USPECH')
22:05:37 (207, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.009, 0.862, 0.129], dtype=float32), 'USPECH')
22:05:37 (208, 'finalna predikcia', [0, 0, 0, 1], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.481, 0.518], dtype=float32), 'USPECH')
22:05:37 (209, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.057, 0.852, 0.092], dtype=float32), 'USPECH')
22:05:37 (210, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.007, 0.579, 0.414], dtype=float32), 'CHYBA')
22:05:37 (211, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.261, 0.733, 0.006], dtype=float32), 'USPECH')
22:05:37 (212, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.002, 0.701, 0.297], dtype=float32), 'USPECH')
22:05:37 (213, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.009, 0.889, 0.102], dtype=float32), 'USPECH')
22:05:37 (214, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.282, 0.717, 0.002], dtype=float32), 'USPECH')
22:05:37 (215, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.807, 0.193, 0.000], dtype=float32), 'USPECH')
22:05:37 (216, 'finalna predikcia', [0, 0, 0, 1], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.332, 0.668], dtype=float32), 'USPECH')
22:05:37 (217, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.004, 0.694, 0.302], dtype=float32), 'CHYBA')
22:05:37 (218, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.016, 0.959, 0.025], dtype=float32), 'USPECH')
22:05:37 (219, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
22:05:37 (220, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.033, 0.848, 0.120], dtype=float32), 'USPECH')
22:05:37 (221, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.871, 0.129, 0.000], dtype=float32), 'USPECH')
22:05:37 (222, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.015, 0.765, 0.221], dtype=float32), 'USPECH')
22:05:37 (223, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.895, 0.105, 0.000], dtype=float32), 'USPECH')
22:05:37 (224, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.709, 0.291, 0.000], dtype=float32), 'USPECH')
22:05:37 (225, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.156, 0.843, 0.001], dtype=float32), 'USPECH')
22:05:37 (226, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.123, 0.831, 0.046], dtype=float32), 'USPECH')
22:05:37 (227, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.021, 0.674, 0.304], dtype=float32), 'USPECH')
22:05:37 (228, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.015, 0.789, 0.195], dtype=float32), 'USPECH')
22:05:37 (229, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.021, 0.847, 0.132], dtype=float32), 'USPECH')
22:05:37 (230, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.004, 0.903, 0.093], dtype=float32), 'USPECH')
22:05:37 (231, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.008, 0.820, 0.172], dtype=float32), 'USPECH')
22:05:37 (232, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.565, 0.435, 0.000], dtype=float32), 'CHYBA')
22:05:37 (233, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.672, 0.328, 0.000], dtype=float32), 'USPECH')
22:05:37 (234, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.016, 0.855, 0.129], dtype=float32), 'USPECH')
22:05:37 (235, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.001, 0.646, 0.353], dtype=float32), 'CHYBA')
