23:31:55 Log Start
23:31:58 (0, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.997, 0.003], dtype=float32), 'CHYBA')
23:31:58 (125, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.998, 0.002], dtype=float32), 'CHYBA')
23:31:58 (126, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.002, 0.980, 0.018], dtype=float32), 'CHYBA')
23:31:58 (127, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.997, 0.003], dtype=float32), 'CHYBA')
23:31:58 (128, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.999, 0.001], dtype=float32), 'USPECH')
23:31:58 (129, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.998, 0.002], dtype=float32), 'USPECH')
23:31:58 (130, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (131, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (132, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.972, 0.028], dtype=float32), 'USPECH')
23:31:58 (133, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.781, 0.219], dtype=float32), 'USPECH')
23:31:58 (134, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.002, 0.843, 0.155, 0.000], dtype=float32), 'USPECH')
23:31:58 (135, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (136, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.001, 0.997, 0.002], dtype=float32), 'USPECH')
23:31:58 (137, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.996, 0.004], dtype=float32), 'USPECH')
23:31:58 (138, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.003, 0.995, 0.002], dtype=float32), 'CHYBA')
23:31:58 (139, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.971, 0.029], dtype=float32), 'USPECH')
23:31:58 (140, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (141, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.952, 0.007, 0.041], dtype=float32), 'CHYBA')
23:31:58 (142, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.995, 0.005, 0.000], dtype=float32), 'USPECH')
23:31:58 (143, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.998, 0.002], dtype=float32), 'USPECH')
23:31:58 (144, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.948, 0.052, 0.000], dtype=float32), 'USPECH')
23:31:58 (145, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.996, 0.004], dtype=float32), 'USPECH')
23:31:58 (146, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.997, 0.003, 0.000], dtype=float32), 'CHYBA')
23:31:58 (147, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.947, 0.053], dtype=float32), 'USPECH')
23:31:58 (148, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (149, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (150, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (151, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.997, 0.003, 0.000], dtype=float32), 'USPECH')
23:31:58 (152, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'CHYBA')
23:31:58 (153, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.995, 0.005], dtype=float32), 'USPECH')
23:31:58 (154, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (155, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.849, 0.140, 0.011], dtype=float32), 'CHYBA')
23:31:58 (156, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.743, 0.257], dtype=float32), 'USPECH')
23:31:58 (157, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.582, 0.418], dtype=float32), 'USPECH')
23:31:58 (158, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.999, 0.001], dtype=float32), 'CHYBA')
23:31:58 (159, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.918, 0.082], dtype=float32), 'USPECH')
23:31:58 (160, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.897, 0.103], dtype=float32), 'CHYBA')
23:31:58 (161, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.828, 0.172, 0.000], dtype=float32), 'USPECH')
23:31:58 (162, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (163, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.153, 0.840, 0.007], dtype=float32), 'USPECH')
23:31:58 (164, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.999, 0.001, 0.000], dtype=float32), 'USPECH')
23:31:58 (165, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.999, 0.001, 0.000], dtype=float32), 'USPECH')
23:31:58 (166, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.999, 0.001], dtype=float32), 'USPECH')
23:31:58 (167, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.932, 0.067], dtype=float32), 'USPECH')
23:31:58 (168, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'CHYBA')
23:31:58 (169, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.999, 0.001], dtype=float32), 'USPECH')
23:31:58 (170, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.963, 0.037], dtype=float32), 'USPECH')
23:31:58 (171, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.945, 0.055], dtype=float32), 'USPECH')
23:31:58 (172, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.944, 0.056, 0.000], dtype=float32), 'USPECH')
23:31:58 (173, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.969, 0.031], dtype=float32), 'USPECH')
23:31:58 (174, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (175, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (176, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.751, 0.239, 0.009], dtype=float32), 'CHYBA')
23:31:58 (177, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.879, 0.121], dtype=float32), 'CHYBA')
23:31:58 (178, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.993, 0.007], dtype=float32), 'CHYBA')
23:31:58 (179, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.009, 0.975, 0.016], dtype=float32), 'CHYBA')
23:31:58 (180, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.769, 0.231, 0.001], dtype=float32), 'USPECH')
23:31:58 (181, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.801, 0.198, 0.001], dtype=float32), 'USPECH')
23:31:58 (182, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (183, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.015, 0.693, 0.292], dtype=float32), 'USPECH')
23:31:58 (184, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.989, 0.011], dtype=float32), 'CHYBA')
23:31:58 (185, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.999, 0.001, 0.000], dtype=float32), 'USPECH')
23:31:58 (186, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.054, 0.717, 0.229], dtype=float32), 'USPECH')
23:31:58 (187, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.034, 0.962, 0.005], dtype=float32), 'CHYBA')
23:31:58 (188, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (189, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.891, 0.109], dtype=float32), 'USPECH')
23:31:58 (190, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.998, 0.002, 0.000], dtype=float32), 'CHYBA')
23:31:58 (191, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.994, 0.006], dtype=float32), 'USPECH')
23:31:58 (192, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.996, 0.004], dtype=float32), 'USPECH')
23:31:58 (193, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.567, 0.430, 0.003], dtype=float32), 'CHYBA')
23:31:58 (194, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (195, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.999, 0.001], dtype=float32), 'USPECH')
23:31:58 (196, 'finalna predikcia', [0, 0, 0, 1], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.251, 0.749], dtype=float32), 'CHYBA')
23:31:58 (197, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (198, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (199, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.999, 0.001], dtype=float32), 'USPECH')
23:31:58 (200, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'CHYBA')
23:31:58 (201, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.023, 0.969, 0.008], dtype=float32), 'USPECH')
23:31:58 (202, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.001, 0.958, 0.040], dtype=float32), 'CHYBA')
23:31:58 (203, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.590, 0.410], dtype=float32), 'CHYBA')
23:31:58 (204, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.004, 0.944, 0.052], dtype=float32), 'USPECH')
23:31:58 (205, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.965, 0.035], dtype=float32), 'CHYBA')
23:31:58 (206, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (207, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.904, 0.096], dtype=float32), 'USPECH')
23:31:58 (208, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.990, 0.010], dtype=float32), 'CHYBA')
23:31:58 (209, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.037, 0.824, 0.139], dtype=float32), 'USPECH')
23:31:58 (210, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.998, 0.002], dtype=float32), 'CHYBA')
23:31:58 (211, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.003, 0.988, 0.009], dtype=float32), 'USPECH')
23:31:58 (212, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.984, 0.016], dtype=float32), 'USPECH')
23:31:58 (213, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.999, 0.001], dtype=float32), 'USPECH')
23:31:58 (214, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.030, 0.965, 0.005], dtype=float32), 'USPECH')
23:31:58 (215, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (216, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.939, 0.061], dtype=float32), 'CHYBA')
23:31:58 (217, 'finalna predikcia', [0, 0, 0, 1], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.248, 0.752], dtype=float32), 'USPECH')
23:31:58 (218, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.990, 0.010], dtype=float32), 'USPECH')
23:31:58 (219, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (220, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.996, 0.004], dtype=float32), 'USPECH')
23:31:58 (221, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (222, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.997, 0.003], dtype=float32), 'USPECH')
23:31:58 (223, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (224, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (225, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.568, 0.429, 0.003], dtype=float32), 'CHYBA')
23:31:58 (226, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.001, 0.984, 0.015], dtype=float32), 'USPECH')
23:31:58 (227, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.944, 0.055], dtype=float32), 'USPECH')
23:31:58 (228, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.897, 0.103], dtype=float32), 'USPECH')
23:31:58 (229, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (230, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.999, 0.001], dtype=float32), 'USPECH')
23:31:58 (231, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (232, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.897, 0.103, 0.000], dtype=float32), 'CHYBA')
23:31:58 (233, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.999, 0.001, 0.000], dtype=float32), 'USPECH')
23:31:58 (234, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.989, 0.011], dtype=float32), 'USPECH')
23:31:58 (235, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.998, 0.002], dtype=float32), 'CHYBA')
